id,first_name,last_name,email,gender,card,balance,currency
967,Fayette,Pountney,fpountneyqu@t-online.de,Female,visa-electron,188560.32,IDR
968,Wendell,Augie,waugieqv@imgur.com,Male,maestro,845911.60,IDR
969,Meredith,Huyge,mhuygeqw@harvard.edu,Male,china-unionpay,494185.18,EUR
970,Owen,Tanti,otantiqx@tripadvisor.com,Male,switch,452045.91,RUB
971,Nil,Umney,numneyqy@123-reg.co.uk,Male,jcb,749664.64,COP
972,Charlie,Lashford,clashfordqz@wired.com,Male,jcb,303607.77,RUB
973,Jeramey,Sambiedge,jsambiedger0@usgs.gov,Male,diners-club-enroute,121211.00,BYR
974,Gwendolen,Francioli,gfranciolir1@freewebs.com,Female,maestro,550741.01,IDR
975,Dean,Ranald,dranaldr2@mapquest.com,Male,visa-electron,14073.50,CNY
976,Orsola,Wharram,owharramr3@wikimedia.org,Female,jcb,580943.56,CNY
977,Berny,Dismore,bdismorer4@cnet.com,Female,americanexpress,318883.67,IDR
978,Ezri,MacClancey,emacclanceyr5@so-net.ne.jp,Male,jcb,599175.45,SEK
979,Casey,Kuhlen,ckuhlenr6@microsoft.com,Male,diners-club-enroute,668472.08,CNY
980,Jessika,Sparhawk,jsparhawkr7@cnbc.com,Female,jcb,43709.55,BOB
981,Paco,Booij,pbooijr8@tamu.edu,Male,jcb,845068.25,EUR
982,Teodorico,Weepers,tweepersr9@etsy.com,Male,china-unionpay,330693.10,SEK
983,Reginald,Lasselle,rlassellera@biglobe.ne.jp,Male,bankcard,19613.85,ARS
984,Iago,Stobbs,istobbsrb@imdb.com,Male,americanexpress,347038.03,CNY
985,Jan,Grimley,jgrimleyrc@wikipedia.org,Male,laser,595518.82,BRL
986,Marylou,Peatt,mpeattrd@pbs.org,Female,jcb,443378.05,THB
987,Clywd,Mowson,cmowsonre@apache.org,Male,maestro,531830.49,BRL
988,Bryant,Donaldson,bdonaldsonrf@msn.com,Male,laser,817490.08,IDR
989,Bernie,Dillicate,bdillicaterg@ucoz.com,Female,bankcard,951314.28,IDR
990,Ferne,Sirkett,fsirkettrh@weibo.com,Female,visa-electron,305428.22,IDR
991,Welby,Scay,wscayri@howstuffworks.com,Male,jcb,388064.58,RUB
992,Wren,Mossbee,wmossbeerj@webs.com,Female,laser,19151.89,IDR
993,Revkah,Storks,rstorksrk@mysql.com,Female,china-unionpay,612618.91,CNY
994,Lisette,Heers,lheersrl@tinyurl.com,Female,switch,665637.20,RUB
995,Shara,Nickols,snickolsrm@techcrunch.com,Female,jcb,864755.03,UAH
996,Bailie,Leadbeater,bleadbeaterrn@amazonaws.com,Male,china-unionpay,122558.57,EUR
997,Billie,Quigg,bquiggro@cyberchimps.com,Male,jcb,606953.02,PKR
998,Lorain,Janczewski,ljanczewskirp@lycos.com,Female,diners-club-carte-blanche,480818.88,SEK
999,Robina,Stickells,rstickellsrq@nasa.gov,Female,bankcard,419448.93,XAF
1000,Stoddard,Blant,sblantrr@scientificamerican.com,Female,jcb,541902.88,JPY
